seqnames	start	end	width	strand	intro_type	haplo_id
chr14	13140001	13160000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr14	13280001	13320000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr14	14160001	14200000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr14	14260001	14280000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr14	14360001	14380000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr14	17280001	17300000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr14	19040001	19060000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr14	22620001	22640000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr14	23260001	23300000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr14	23380001	23400000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr14	23860001	23920000	60000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr14	27520001	27580000	60000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr14	27660001	27720000	60000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr14	27940001	28000000	60000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr14	28100001	28120000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr14	28800001	28820000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr14	28980001	29000000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr14	29100001	29180000	80000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr15	1220001	1340000	120000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr15	1400001	1420000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr15	2760001	2780000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr15	3160001	3180000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr15	3380001	3420000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr15	3520001	3600000	80000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr15	3940001	3960000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr15	4100001	4120000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr15	4180001	4200000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr15	4360001	4700000	340000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr15	4760001	5060000	300000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr15	5580001	5600000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr15	5760001	5820000	60000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr15	7100001	7120000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr15	8740001	8840000	100000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr15	8960001	9040000	80000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr15	9280001	9300000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr15	14560001	14580000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr15	15680001	15700000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr15	15900001	15920000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr15	16020001	16100000	80000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr15	19980001	20000000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr16	10920001	10940000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr16	12260001	12280000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr16	13160001	13180000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr16	13260001	13280000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr16	13420001	13440000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr16	14780001	14920000	140000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr16	20120001	20140000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr16	20220001	20260000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr16	22760001	22800000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr16	22920001	22960000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr16	23020001	23040000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr16	23220001	23240000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr16	23360001	23560000	200000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr16	23680001	23700000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr16	25880001	26040000	160000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr16	26120001	26240000	120000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr17	560001	580000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr17	1220001	1240000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr17	1400001	1420000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr17	1940001	1980000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr17	2400001	2480000	80000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr17	2540001	2560000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr17	3060001	3100000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr17	4820001	4840000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr17	5660001	5700000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr17	5760001	5780000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr17	5980001	6000000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr17	7120001	7140000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr17	9120001	9140000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr17	9240001	9480000	240000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr17	9540001	10100000	560000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr17	10320001	10340000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr17	10460001	10620000	160000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr17	10700001	10920000	220000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr17	12000001	12040000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr17	13440001	13460000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr17	13560001	14100000	540000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr17	14420001	14460000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr17	14660001	14760000	100000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr17	15080001	15160000	80000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr17	15240001	15260000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr17	15780001	15800000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr17	15960001	16060000	100000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr17	17560001	17580000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr17	17640001	17660000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr18	180001	220000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr18	280001	300000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr18	7460001	7480000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr18	11580001	11680000	100000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr18	11760001	11820000	60000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr18	12340001	12440000	100000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr18	12520001	12680000	160000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr18	12820001	13320000	500000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr18	13720001	13800000	80000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr18	14000001	14120000	120000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr18	14380001	14460000	80000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr18	14520001	14660000	140000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr18	14720001	14760000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr18	14900001	14960000	60000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr18	15040001	15120000	80000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr18	15380001	15440000	60000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr18	16240001	16260000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr18	20700001	20720000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr18	21100001	21180000	80000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr18	21660001	21740000	80000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr18	21860001	21940000	80000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr18	22040001	22060000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr18	22140001	22160000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr19	11380001	11400000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr19	11540001	11560000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr19	12340001	12380000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr19	12580001	12660000	80000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr19	12780001	12860000	80000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr19	14040001	14080000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr19	15240001	15260000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr19	15360001	15500000	140000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr19	15580001	15600000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr19	18620001	18720000	100000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr19	19040001	19080000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr19	19300001	19320000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr19	19520001	19700000	180000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr19	22280001	22300000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr19	22400001	22420000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr19	23940001	23960000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr19	24020001	24040000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr19	25120001	25400000	280000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr19	26260001	26280000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr20	5100001	5120000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr20	9340001	9360000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr20	9840001	9860000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr20	10560001	10760000	200000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr20	10820001	11080000	260000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr20	11240001	11260000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr20	11520001	11540000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr20	11600001	11660000	60000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr20	11720001	11760000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr20	18460001	18480000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr20	21720001	21740000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr21	1420001	1460000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr21	1520001	1640000	120000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr21	2960001	2980000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr21	4420001	4440000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr21	4540001	4560000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr21	4760001	5020000	260000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr21	5080001	5100000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr21	5540001	5600000	60000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr21	11360001	11380000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr21	11760001	11780000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr21	12380001	12400000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr21	12560001	12780000	220000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr21	13060001	13080000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr21	13660001	13820000	160000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr21	13960001	13980000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr21	14140001	14160000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr21	14560001	14580000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr21	15560001	15600000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr22	9000001	9020000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr22	9100001	9120000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr22	9820001	9880000	60000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr22	10100001	10140000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr22	10420001	10820000	400000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr22	11820001	11840000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr22	12280001	12300000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr22	14120001	14140000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr22	14220001	14240000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr22	14400001	14420000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr22	15000001	15020000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr22	15160001	15180000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr22	18300001	18320000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr23	320001	480000	160000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr23	1380001	1460000	80000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr23	1540001	1620000	80000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr23	2120001	2200000	80000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr23	2320001	2340000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr23	2600001	2640000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr23	2720001	2740000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr23	2960001	2980000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr23	3200001	3220000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr23	4720001	4840000	120000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr23	5220001	5280000	60000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr23	5800001	5820000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr23	7780001	7800000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr23	8920001	9000000	80000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr23	9340001	9700000	360000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr23	9820001	9840000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr23	9960001	9980000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr23	10560001	10600000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr23	11340001	11480000	140000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr23	11980001	12000000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr23	12180001	12280000	100000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr23	14200001	14220000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr24	2440001	2460000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr24	2520001	2540000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr24	10480001	10560000	80000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr25	11680001	11700000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
unplaced_scaffold20	40001	197745	157745	*	Atlantic	HWS62_Balsfjord_Atlantic_1
unplaced_scaffold38	80001	100000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
unplaced_scaffold102	100001	107666	7666	*	Atlantic	HWS62_Balsfjord_Atlantic_1
unplaced_scaffold106	1	40000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
unplaced_scaffold139	1	20000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
unplaced_scaffold199	1	20000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
unplaced_scaffold206	1	40000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
unplaced_scaffold220	1	20000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
unplaced_scaffold249	20001	40000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
unplaced_scaffold306	1	20000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
unplaced_scaffold307	1	20000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
unplaced_scaffold365	1	20000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
unplaced_scaffold372	1	40000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
unplaced_scaffold373	1	49905	49905	*	Atlantic	HWS62_Balsfjord_Atlantic_1
unplaced_scaffold381	1	40000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
unplaced_scaffold393	20001	40000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
unplaced_scaffold410	1	20000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
unplaced_scaffold425	1	20000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_1
chr1	10300001	10540000	240000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	10740001	10780000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	10960001	10980000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	11340001	11360000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	11620001	11640000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	11840001	12180000	340000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	12460001	12480000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	12680001	12740000	60000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	18580001	18600000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	18980001	19000000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	19180001	19200000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	19660001	19680000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	19740001	19820000	80000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	21160001	21200000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	21340001	21380000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	21540001	21560000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	21660001	21700000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	22380001	22540000	160000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	22640001	22660000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	23060001	23080000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	23160001	23400000	240000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	23480001	23540000	60000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	23620001	23720000	100000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	24180001	24340000	160000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	24460001	24640000	180000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	25840001	25860000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	26500001	26540000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	26640001	26740000	100000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	26840001	26860000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	26920001	26940000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	27140001	27180000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	27740001	27760000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	27820001	28100000	280000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	28360001	28520000	160000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	29300001	29320000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	30980001	31020000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	31360001	31440000	80000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr1	31520001	31560000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr2	7860001	7880000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr2	17880001	17900000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr2	18840001	18860000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr2	23900001	24080000	180000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr2	24260001	24280000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr2	24940001	25200000	260000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr2	26060001	26080000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr2	26140001	26520000	380000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr2	27140001	27160000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr2	27500001	27520000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr2	27980001	28000000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr2	29700001	29720000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr2	29780001	29840000	60000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr3	8720001	8740000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr3	9380001	9400000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr3	9480001	9500000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr3	10280001	10300000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr3	10720001	10740000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr3	10800001	10860000	60000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr3	11200001	11220000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr3	11280001	11440000	160000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr3	11820001	11840000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr3	11980001	12160000	180000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr3	12260001	12320000	60000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr3	13200001	13280000	80000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr3	13580001	13600000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr3	19680001	19700000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr3	19900001	19980000	80000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr3	20040001	20060000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr3	20400001	20420000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr3	20480001	20500000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr3	20560001	20580000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr3	21440001	21460000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr3	21820001	21920000	100000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr3	22040001	22060000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr3	22120001	22140000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr3	22380001	22440000	60000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr3	22700001	22720000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr4	7380001	7400000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr4	7780001	7800000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr4	10940001	10980000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr4	11380001	11400000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr4	11560001	11580000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr4	11940001	12000000	60000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr4	12620001	12640000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr4	15280001	15300000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr4	15400001	15680000	280000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr4	15740001	15760000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr4	15880001	15900000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr4	15960001	15980000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr4	16080001	16100000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr4	16160001	16180000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr4	17080001	17100000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr4	17160001	17180000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr4	18740001	18760000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr4	18960001	19340000	380000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr4	19500001	19680000	180000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr4	20600001	20620000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr4	22220001	22300000	80000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr4	22440001	22540000	100000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr4	22660001	22840000	180000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr4	22940001	23120000	180000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr4	23320001	23340000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr4	23620001	23640000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr4	23800001	23900000	100000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr4	24040001	24060000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr4	24120001	24140000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr4	24240001	24260000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr4	25480001	25500000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr4	25640001	25660000	20000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr4	25740001	25780000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
chr4	25920001	25960000	40000	*	Atlantic	HWS62_Balsfjord_Atlantic_2
